source_ko	title_en
투자판단관련주요경영사항(코로나19 바이러스(SARS-CoV-2) 감염환자 치료제, 렉키로나주(프로젝트명: CT-P59) 국내 조건부허가 획득)	Material Management Matter Related to Investment Decisions (Korean Conditional Marketing Authorization for Regkirona Injection, CT-P59, a Treatment for Patients Infected with SARS-CoV-2)
투자판단관련주요경영사항(트룩시마(Rituximab biosimilar) 미국식품의약국(FDA) 최종 판매허가 획득) )	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for Truxima, a Rituximab Biosimilar)
투자판단관련주요경영사항(트룩시마(Rituximab biosimilar) 유럽연합 집행위원회(EC, European Commission) 최종 판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Truxima, a Rituximab Biosimilar)
투자판단관련주요경영사항(트룩시마(Rituximab biosimilar) 유럽의약품청(EMA) 산하 약물사용자문위원회(CHMP) 전체 적응증 승인권고 획득)	Material Management Matter Related to Investment Decisions (CHMP Recommendation for Approval of All Indications for Truxima, a Rituximab Biosimilar)
투자판단관련주요경영사항(특허권 취득(사스-코로나바이러스-2에 중화 활성을 갖는 결합 분자))	Material Management Matter Related to Investment Decisions (Patent Acquisition for Binding Molecules with Neutralizing Activity Against SARS-CoV-2)
투자판단관련주요경영사항(항체-약물 접합체(Antibody-drug Conjugate, ADC) 링커-페이로드 플랫폼 기술 실시 옵션 도입 계약 체결)	Material Management Matter Related to Investment Decisions (Agreement to Acquire an Option to License an Antibody-Drug Conjugate Linker-Payload Platform Technology)
투자판단관련주요경영사항(허쥬마(Herceptin biosimilar) 미국식품의약국(FDA) 최종 판매허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for Herzuma, a Herceptin Biosimilar)
투자판단관련주요경영사항(허쥬마(Herceptin biosimilar) 유럽연합 집행위원회(EC, European Commission) 최종 판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for Herzuma, a Herceptin Biosimilar)
특별손실발생	Occurrence of an Extraordinary Loss
특별이익발생	Occurrence of an Extraordinary Gain
특수관계인과의또는특수관계인을위한CP의매입	Purchase of Commercial Paper from or for a Related Party
특수관계인과의또는특수관계인을위한채권매입	Purchase of Bonds from or for a Related Party
특수관계인과의리스거래	Lease Transaction with a Related Party
특수관계인과의리스계약	Lease Agreement with a Related Party
특수관계인에게영업양도	Transfer of Business to a Related Party
특수관계인에대한기술이전	Technology Transfer to a Related Party
특수관계인에대한기타유가증권매도	Sale of Other Securities to a Related Party
특수관계인에대한부동산매도	Sale of Real Estate to a Related Party
특수관계인에대한사모사채발행의결	Resolution to Issue Privately Placed Bonds to a Related Party
특수관계인에대한신주인수권부사채발행의결	Resolution to Issue Bonds with Warrants to a Related Party
특수관계인에대한영업양도	Transfer of Business to a Related Party
특수관계인에대한채무면제	Debt Forgiveness for a Related Party
특수관계인에대한채무인계	Transfer of Debt to a Related Party
특수관계인으로부터CP매수	Purchase of Commercial Paper from a Related Party
특수관계인으로부터기술이전	Technology Transfer from a Related Party
특수관계인으로부터받은담보	Collateral Received from a Related Party
특수관계인으로부터받은채무보증	Debt Guarantee Received from a Related Party
특수관계인으로부터수증	Gift Received from a Related Party
특수관계인으로부터영업양수	Acquisition of Business from a Related Party
특수관계인으로부터자금차입	Borrowing of Funds from a Related Party
특수관계인으로부터자산양수	Acquisition of Assets from a Related Party
특수관계인으로부터채권매수	Purchase of Bonds from a Related Party
특수관계인으로부터채무인수	Assumption of Debt from a Related Party
특수관계인을위한기술제휴계약체결	Execution of a Technology Alliance Agreement for a Related Party
특수관계인이참여한유상증자	Capital Increase with Consideration Involving a Related Party
특허권양수결정	Decision to Acquire Patent Rights
특허권취득	Acquisition of Patent Rights
특허취득	Patent Acquisition
파산선고	Declaration of Bankruptcy
파산신청	Bankruptcy Application
파생상품거래손실발생	Occurrence of Losses from Derivatives Transactions
판매대행계약	Sales Agency Agreement
풍문또는보도에대한해명(미확정)(HLB의 코스피 이전상장 검토 관련 보도)	Clarification of Rumor or Media Report (Unconfirmed; Report on HLB Considering Transfer to the KOSPI Market)
피보증(담보)법인부도ㆍ해산사유등발생	Occurrence of Default, Grounds for Dissolution, or Similar Event at a Guaranteed or Collateral-Secured Company
피보증(담보)법인부도등발생	Occurrence of Default or Similar Event at a Guaranteed or Collateral-Secured Company
피보증(담보)법인회생절차및파산관련결정	Decision Concerning Rehabilitation or Bankruptcy Proceedings of a Guaranteed or Collateral-Secured Company
피보증(담보)법인회생절차및파산관련신청	Application Concerning Rehabilitation or Bankruptcy Proceedings of a Guaranteed or Collateral-Secured Company
피흡수합병결의	Resolution to Be Absorbed in a Merger
합병등종료보고서(영업양수도)	Completion Report on Merger or Similar Transaction (Business Transfer or Acquisition)
합병등종료보고서(자산양수도)	Completion Report on Merger or Similar Transaction (Asset Transfer or Acquisition)
합병신고서	Merger Registration Statement
합병종료보고서	Merger Completion Report
해산사유발생	Occurrence of Grounds for Dissolution
해외교환사채발행결정	Decision to Issue Overseas Exchangeable Bonds
해외교환사채발행계약체결	Execution of an Overseas Exchangeable Bond Issuance Agreement
해외교환사채발행완료	Completion of Overseas Exchangeable Bond Issuance
해외상장주권상장폐지결정	Decision to Delist Overseas-Listed Shares
해외신주인수권부사채발행결정	Decision to Issue Overseas Bonds with Warrants
해외신주인수권부사채발행완료	Completion of Overseas Bond with Warrants Issuance
해외전환사채발행결정	Decision to Issue Overseas Convertible Bonds
해외전환사채발행계약체결	Execution of an Overseas Convertible Bond Issuance Agreement
해외전환사채발행완료	Completion of Overseas Convertible Bond Issuance
해외주식예탁증서발행계약체결	Execution of an Overseas Depositary Receipt Issuance Agreement
해외증권(DR또는주권)상장	Listing of Overseas Securities (Depositary Receipts or Shares)
해외증권거래소주권상장	Listing of Shares on an Overseas Securities Exchange
해외증권거래소주권상장폐지	Delisting of Shares from an Overseas Securities Exchange
해외증권시장주권등상장	Listing of Shares or Similar Securities on an Overseas Securities Market
해외증권시장주권등상장결정	Decision to List Shares or Similar Securities on an Overseas Securities Market
해외증권시장주권등상장폐지	Delisting of Shares or Similar Securities from an Overseas Securities Market
해외증권시장주권등상장폐지결정	Decision to Delist Shares or Similar Securities from an Overseas Securities Market
해외합작투자	Overseas Joint Venture Investment
해외현지법인설립투자	Investment to Establish an Overseas Subsidiary
현금ㆍ현물배당결정 (2026년 1분기)	Cash or In-Kind Dividend Decision (First Quarter of 2026)
현금ㆍ현물배당결정 (2026년 2분기)	Cash or In-Kind Dividend Decision (Second Quarter of 2026)
현금ㆍ현물배당결정(26기 결산배당)	Cash or In-Kind Dividend Decision (Year-End Dividend for the 26th Fiscal Period)
현금ㆍ현물배당결정(HD현대오일뱅크(주))	Cash or In-Kind Dividend Decision (HD Hyundai Oilbank Co., Ltd.)
현금ㆍ현물배당결정(SK에너지의 현금배당 결정)	Cash or In-Kind Dividend Decision (SK Energy Cash Dividend Decision)
현금ㆍ현물배당결정(SK텔레콤)	Cash or In-Kind Dividend Decision (SK Telecom)
현금ㆍ현물배당결정(결산배당)	Cash or In-Kind Dividend Decision (Year-End Dividend)
현금ㆍ현물배당결정(신한금융지주회사)	Cash or In-Kind Dividend Decision (Shinhan Financial Group)
현금ㆍ현물배당결정(신한은행)	Cash or In-Kind Dividend Decision (Shinhan Bank)
현금ㆍ현물배당결정(신한카드)	Cash or In-Kind Dividend Decision (Shinhan Card)
현금ㆍ현물배당결정(자회사인 SK 종합화학의 현금배당 결정)	Cash or In-Kind Dividend Decision (Cash Dividend Decision by Subsidiary SK Global Chemical)
현금ㆍ현물배당결정(자회사인 SK종합화학의 현금배당 결정)	Cash or In-Kind Dividend Decision (Cash Dividend Decision by Subsidiary SK Global Chemical)
현금ㆍ현물배당결정(자회사인 신한카드의 주요경영사항신고)	Cash or In-Kind Dividend Decision (Material Management Matter Report by Subsidiary Shinhan Card)
현금ㆍ현물배당결정(자회사인 하나은행의 주요경영사항 신고)	Cash or In-Kind Dividend Decision (Material Management Matter Report by Subsidiary Hana Bank)
현금ㆍ현물배당결정(제26기 현금배당)	Cash or In-Kind Dividend Decision (Cash Dividend for the 26th Fiscal Period)
현금ㆍ현물배당결정(제28기 결산 배당)	Cash or In-Kind Dividend Decision (Year-End Dividend for the 28th Fiscal Period)
현금ㆍ현물배당결정(현금ㆍ현물배당결정 (27기 결산배당) )	Cash or In-Kind Dividend Decision (Year-End Dividend for the 27th Fiscal Period)
현금ㆍ현물배당결정(현금배당결정)	Cash or In-Kind Dividend Decision (Cash Dividend Decision)
현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(HD현대오일뱅크)	Decision on Record Date for Cash or In-Kind Dividend (HD Hyundai Oilbank)
회계정책변경결정	Decision to Change Accounting Policy
회계처리기준위반에따른검찰고발등조치	Measures Including Criminal Referral for Violation of Accounting Standards
회계처리기준위반에따른검찰고발등조치결과	Results of Measures Including Criminal Referral for Violation of Accounting Standards
회계처리기준위반에따른임원의해임권고조치	Recommendation to Dismiss an Executive for Violation of Accounting Standards
회계추정변경결정	Decision to Change an Accounting Estimate
회사분할결정	Decision on Company Spin-Off
회사분할합병결정	Decision on Split-Off Merger
회사정리절차종결결정	Decision to Terminate Corporate Reorganization Proceedings
회사정리절차종결신청	Application to Terminate Corporate Reorganization Proceedings
회사합병결정(소규모합병)	Company Merger Decision (Small-Scale Merger)
횡령ㆍ배임사실확인	Confirmation of Embezzlement or Breach of Trust
